subDirectory_filePath,valence,arousal,expression,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
DiffusionEmotion_S_cropped/neutral/bjjtiumb_0.png,-0.1,0.0,neutral,0.37961987,0.28302795,0.4668161,0.26618207,0.46506608,0.0,0.5391928,0.6552549,0.0,0.47736004,0.58163893,0.55675673,0.48831052,0.0,0.44890094,0.7818353,0.051479876,0.030430939,0.3710698,0.2747875
DiffusionEmotion_S_cropped/neutral/bljnviuo_0.png,0.0,0.0,neutral,0.40562284,0.3137202,0.7431794,0.2850065,0.4711488,0.0,0.6232599,0.5920866,1.0,0.36061087,0.6990199,0.25723943,0.44476637,0.0,0.54389274,0.46778914,0.026942402,0.104319386,0.54471326,0.27078184
DiffusionEmotion_S_cropped/neutral/bnvvubew_0.png,0.0,0.0,neutral,0.2764412,0.36338893,0.34422415,0.39416146,0.74016863,1.0,0.6140551,0.030764306,0.0,0.7290523,0.3074534,0.11493602,0.52590704,1.0,0.4847469,0.50813675,0.10537655,0.034098722,0.3464964,0.53821856
DiffusionEmotion_S_cropped/neutral/bpumwnjf_0.png,-0.2,-0.1,neutral,0.2601606,0.06107941,0.38670206,0.54656005,0.08504259,0.0,0.20029607,0.20441113,1.0,0.04752938,0.6850431,0.10801271,0.46926677,0.0,0.49694356,0.56085235,0.060827367,0.12805673,0.12070968,0.054464146
DiffusionEmotion_S_cropped/neutral/bwyrfppo_0.png,-0.1,0.2,neutral,0.5760305,0.27318075,0.3022707,0.58536685,0.08471584,0.0,0.15153533,0.0051719397,1.0,0.036094747,0.47834718,0.39684814,0.3997537,0.0,0.73596555,0.22182357,0.60001576,0.2638058,0.07508914,0.11316264
DiffusionEmotion_S_cropped/neutral/bxzfbuml_0.png,0.0,0.0,neutral,0.31913516,0.26563704,0.16831444,0.33168572,0.74934864,0.0,0.4939146,0.04496765,1.0,0.87003917,0.7708294,0.22860342,0.57662374,0.0,0.4526438,0.3817994,0.16022862,0.031142155,0.17732835,0.09358274
DiffusionEmotion_S_cropped/neutral/bypytvsi_0.png,0.0,0.0,neutral,0.30347598,0.32092047,0.07511674,0.4440459,0.207165,0.0,0.24340439,0.030276375,0.0,0.09865633,0.11279548,0.10687625,0.5056992,0.0,0.5071974,0.40048757,0.044403106,0.17056677,0.33774605,0.18095294
DiffusionEmotion_S_cropped/neutral/canuknmw_0.png,0.0,0.2,neutral,0.23649016,0.31012648,0.28636634,0.35481846,0.2645052,0.0,0.3180121,0.56351596,1.0,0.16991483,0.13871747,0.30051148,0.45603958,0.0,0.7903514,0.29624555,0.596175,0.2564418,0.09820256,0.22000429
DiffusionEmotion_S_cropped/neutral/caryzxsf_0.png,0.0,0.0,neutral,0.53346926,0.3554827,0.47895843,0.43686372,0.21250613,1.0,0.31531283,0.29045653,0.0,0.29380298,0.35796785,0.3650108,0.46606755,0.0,0.6615931,0.59174937,0.11142409,0.09306813,0.26924518,0.25069383
DiffusionEmotion_S_cropped/neutral/cbiznkhq_0.png,0.0,0.0,neutral,0.3473139,0.2636629,0.8707904,0.28285372,0.18052843,0.0,0.40878376,0.04757979,0.0,0.20321666,0.2957713,0.22707553,0.5206396,0.0,0.44884202,0.45421898,0.21100262,0.046085298,0.27512538,0.2262707
DiffusionEmotion_S_cropped/neutral/cboverep_0.png,0.0,0.0,neutral,0.41620225,0.35763764,0.28505427,0.45804837,0.18443926,0.0,0.3109267,0.23270307,0.0,0.20587388,0.30617094,0.28836903,0.50984293,0.0,0.4310125,0.4056289,0.0144293,0.11844712,0.11187502,0.09952339
DiffusionEmotion_S_cropped/neutral/cbyonfwe_0.png,-0.1,0.0,neutral,0.30454314,0.17330295,0.21504849,0.31691194,0.12240082,0.0,0.31529024,0.57094747,1.0,0.09145201,0.65293324,0.5437988,0.40785196,0.0,0.3947022,0.5229959,0.058810122,0.12858786,0.15307328,0.16132542
DiffusionEmotion_S_cropped/neutral/ccmhzofw_0.png,0.1,0.1,neutral,0.20943707,0.2628148,0.25088686,0.2575617,0.3165237,0.0,0.2838206,0.1135403,0.0,0.079119876,0.4941724,0.06843885,0.4385,0.0,0.44004247,0.4147962,0.085311234,0.10481927,0.26898557,0.46793243
DiffusionEmotion_S_cropped/neutral/cdjydsnd_0.png,0.0,-0.1,neutral,0.32672617,0.31621537,0.27205402,0.36886907,0.15273497,0.0,0.2803379,0.6539783,1.0,0.101618715,0.4603512,0.7756892,0.44936955,0.0,0.41435757,0.5444698,0.09699857,0.15437232,0.2609787,0.13694349
DiffusionEmotion_S_cropped/neutral/cfsfqygd_0.png,0.0,-0.1,neutral,0.38736323,0.1876756,0.30176246,0.33371317,0.19174321,0.0,0.41984802,0.12247958,0.0,0.16101587,0.17642026,0.42329922,0.467829,0.0,0.7221101,0.23340566,0.034854073,0.05433252,0.34057954,0.18674217
DiffusionEmotion_S_cropped/neutral/chuefacu_0.png,-0.2,-0.1,neutral,0.33670285,0.11006135,0.45568186,0.2960639,0.29495656,0.0,0.3914384,0.052266326,1.0,0.37949863,0.37017715,0.49260002,0.49585506,0.0,0.37718007,0.5430392,0.08885818,0.21875179,0.36542672,0.10532865
DiffusionEmotion_S_cropped/neutral/cidxjhbm_0.png,0.0,0.2,neutral,0.5321627,0.39158934,0.23566328,0.3381374,0.5086615,1.0,0.32053936,0.010538932,0.0,0.26443505,0.32459632,0.21482833,0.51531404,0.0,0.5777806,0.33289832,0.28579837,0.23841996,0.44963008,0.40098107
DiffusionEmotion_S_cropped/neutral/ciggeafk_0.png,0.0,0.0,neutral,0.36247525,0.19386184,0.174354,0.442794,0.21547015,0.0,0.2245624,0.04261579,0.0,0.27591458,0.41821423,0.11638931,0.42873043,0.0,0.3257618,0.44730958,0.10673954,0.07043271,0.16033874,0.09462099
DiffusionEmotion_S_cropped/neutral/cnrjborx_0.png,0.0,0.0,neutral,0.24884953,0.20242846,0.15505336,0.31555584,0.32646826,1.0,0.40762925,0.009242618,0.0,0.46854585,0.37810057,0.17148978,0.41835833,0.0,0.49296606,0.19249405,0.38211843,0.070248425,0.3053207,0.49124098
DiffusionEmotion_S_cropped/neutral/comhblru_0.png,0.0,0.0,neutral,0.20721433,0.19377746,0.14721417,0.29534665,0.30296287,0.0,0.37042293,0.0019688976,0.0,0.0599213,0.25250718,0.06637835,0.48245615,0.0,0.35056323,0.2822412,0.06339786,0.0540093,0.12913428,0.1410369
DiffusionEmotion_S_cropped/neutral/cvlwwwbq_0.png,0.0,0.0,neutral,0.2833875,0.23694997,0.3533454,0.25388646,0.48959744,0.0,0.41240677,0.5744182,1.0,0.40738106,0.7548024,0.21130617,0.50968087,0.0,0.5689817,0.561823,0.008380922,0.11584133,0.41411236,0.3711815
DiffusionEmotion_S_cropped/neutral/cyowdqxk_0.png,-0.1,-0.1,neutral,0.39608848,0.29818374,0.11820692,0.33008575,0.5106885,1.0,0.5054332,0.024720235,0.0,0.4637517,0.56446946,0.4515836,0.44845408,0.0,0.45656765,0.6643818,0.2842019,0.109454185,0.19246607,0.0959104
DiffusionEmotion_S_cropped/neutral/dcondmli_0.png,0.0,0.0,neutral,0.5290044,0.5143793,0.43259352,0.5086963,0.074027546,0.0,0.31529525,0.0001619068,1.0,0.07037719,0.3570878,0.51740193,0.37044725,0.0,0.3439289,0.32179072,0.12723996,0.18958046,0.11155339,0.20636076
DiffusionEmotion_S_cropped/neutral/dcucvrzp_0.png,0.0,0.0,neutral,0.20638262,0.1849607,0.38434118,0.2796326,0.5181693,1.0,0.4713485,0.121639356,0.0,0.5251239,0.5427551,0.22701329,0.43702093,0.0,0.5467888,0.7231089,0.044598795,0.087393045,0.30992565,0.34411198
DiffusionEmotion_S_cropped/neutral/dfihbufr_0.png,0.0,0.0,neutral,0.32004794,0.262726,0.22285955,0.49257532,0.18033381,1.0,0.37116906,0.013966607,0.0,0.1875833,0.2641376,0.21289021,0.5075538,0.0,0.4633561,0.6115771,0.11272676,0.056706205,0.12735914,0.087570235
DiffusionEmotion_S_cropped/neutral/dgekzbfb_0.png,0.0,0.0,neutral,0.4114671,0.2966111,0.22304831,0.29715824,0.53938305,0.0,0.5146728,0.042162187,0.0,0.6956205,0.711807,0.34923422,0.48676872,0.0,0.6694119,0.34871116,0.67671394,0.107045546,0.25764567,0.5912771
DiffusionEmotion_S_cropped/neutral/doaoiovv_0.png,0.0,0.0,neutral,0.25698954,0.11842749,0.2883104,0.28137043,0.3629118,0.0,0.44111696,0.00054109615,0.0,0.12861297,0.21372184,0.3075535,0.5692674,0.0,0.30049723,0.31703535,0.19173642,0.03804559,0.46981874,0.22475499
DiffusionEmotion_S_cropped/neutral/dsarlarv_0.png,0.0,-0.1,neutral,0.31369615,0.3502263,0.8013215,0.31613925,0.44639328,1.0,0.48700422,0.13878275,1.0,0.5896983,0.499664,0.48067558,0.61009604,0.0,0.37166145,0.64005476,0.040002562,0.033463914,0.17509846,0.29550534
DiffusionEmotion_S_cropped/neutral/duiywdfy_0.png,0.0,0.0,neutral,0.46153584,0.44166514,0.20679142,0.45449674,0.07853703,0.0,0.2864366,0.020092709,0.0,0.14819466,0.17759658,0.30690843,0.51136595,0.0,0.6885247,0.6360066,0.013116277,0.18887942,0.07254482,0.1113377
DiffusionEmotion_S_cropped/neutral/dvchmzaq_0.png,0.0,0.0,neutral,0.3657834,0.18329816,0.20143351,0.3515082,0.4729172,0.0,0.40221554,0.55825484,0.0,0.5334394,0.5809894,0.14678058,0.44248465,0.0,0.49207655,0.32314035,0.40723044,0.09675025,0.5623764,0.28984222
DiffusionEmotion_S_cropped/neutral/dyqfbdyq_0.png,0.0,0.0,neutral,0.53289735,0.2890616,0.34388357,0.37979394,0.19698694,0.0,0.49922758,0.00047210004,0.0,0.23554608,0.3596251,0.056425016,0.3776543,0.0,0.35283652,0.21285473,0.023038337,0.06904257,0.22318628,0.1828916
DiffusionEmotion_S_cropped/neutral/dzpmcurw_0.png,0.0,0.1,neutral,0.30694082,0.3136322,0.22905883,0.32913893,0.39659253,0.0,0.4121779,0.009454398,0.0,0.24371365,0.45553693,0.13272305,0.5843766,0.0,0.5515453,0.4139449,0.12821835,0.13614045,0.65930957,0.7005351
DiffusionEmotion_S_cropped/neutral/ebmnxzgq_0.png,0.0,0.0,neutral,0.4215186,0.26959917,0.22484712,0.38446358,0.4492112,0.0,0.5055769,0.0002026292,1.0,0.3992208,0.61886424,0.39685273,0.4442727,0.0,0.27436054,0.5025723,0.16611128,0.04107521,0.28547657,0.23056473
DiffusionEmotion_S_cropped/neutral/edsleblb_0.png,0.0,0.0,neutral,0.53897774,0.41237873,0.34254462,0.44343832,0.06496825,0.0,0.15571769,0.10111192,1.0,0.08069153,0.19597551,0.32690966,0.34692985,0.0,0.5969665,0.20730236,0.36987627,0.14432596,0.430668,0.06790249
DiffusionEmotion_S_cropped/neutral/eljxxegl_0.png,0.0,0.0,neutral,0.37905467,0.25192434,0.12614353,0.34289524,0.38060567,1.0,0.32897577,0.04656855,0.0,0.33444107,0.31912717,0.0830641,0.55329305,0.0,0.42892984,0.21343912,0.5308783,0.17998867,0.13892262,0.5713226
DiffusionEmotion_S_cropped/neutral/elxpckqo_0.png,-0.1,0.2,neutral,0.37146232,0.1646705,0.25200236,0.3098872,0.19472812,1.0,0.3291899,0.27288523,0.0,0.14673778,0.1957104,0.13744003,0.39581713,0.0,0.74309987,0.23165451,0.9481724,0.29867738,0.092248514,0.383213
DiffusionEmotion_S_cropped/neutral/emdagynn_0.png,0.0,0.0,neutral,0.6003255,0.31812936,0.41685805,0.3243961,0.14528854,0.0,0.24942647,0.12521781,0.0,0.03977433,0.27827728,0.5249126,0.56779474,0.0,0.42859522,0.4802178,0.24471126,0.233025,0.30592307,0.050329514
DiffusionEmotion_S_cropped/neutral/enstpxcn_0.png,0.0,0.0,neutral,0.43109223,0.29009852,0.38518336,0.65347576,0.11752422,0.0,0.21194889,0.015622448,1.0,0.11508642,0.49876982,0.51614404,0.46179497,0.0,0.5771149,0.312423,0.23611248,0.36342523,0.050708108,0.2066375
DiffusionEmotion_S_cropped/neutral/eoizyatr_0.png,0.0,0.0,neutral,0.27861542,0.22510602,0.3959086,0.32131603,0.30569318,0.0,0.34936124,0.8655056,1.0,0.4481377,0.87578917,0.27431366,0.48882866,0.0,0.47466588,0.52895683,0.045360632,0.106633775,0.5971289,0.07490167
DiffusionEmotion_S_cropped/neutral/ervzlnaf_0.png,0.0,0.0,neutral,0.49366695,0.11889514,0.14788531,0.3605881,0.14109375,0.0,0.31076515,0.08730915,0.0,0.24650498,0.38264555,0.16746096,0.39068985,0.0,0.5707031,0.39314938,0.024115195,0.12377706,0.47808874,0.10355034
DiffusionEmotion_S_cropped/neutral/euevborq_0.png,-0.2,-0.2,neutral,0.30771396,0.22926599,0.68153584,0.30418918,0.40481785,0.0,0.30174246,0.10226683,1.0,0.26389387,0.5258342,0.24957456,0.49272364,0.0,0.37387773,0.6971626,0.05119264,0.11058945,0.11066171,0.14121379
DiffusionEmotion_S_cropped/neutral/euwmmjxq_0.png,0.0,0.0,neutral,0.28935108,0.2936123,0.116190806,0.43114296,0.2560615,0.0,0.40166545,0.04182422,0.0,0.18128495,0.33987787,0.53592664,0.54325354,0.0,0.5606089,0.58748496,0.12380082,0.17644644,0.16255559,0.14162666
DiffusionEmotion_S_cropped/neutral/excmmiro_0.png,0.0,0.0,neutral,0.2900749,0.15745434,0.111249864,0.4514167,0.10089779,0.0,0.2403914,0.0049275253,0.0,0.08571623,0.3694457,0.097517036,0.37056136,0.0,0.49542737,0.15589201,0.31546903,0.05684668,0.16894782,0.26096785
DiffusionEmotion_S_cropped/neutral/fctifazl_0.png,0.0,0.1,neutral,0.67310953,0.40085122,0.14496204,0.7396937,0.036518756,0.0,0.10092965,0.09839364,1.0,0.029444749,0.11817114,0.48270953,0.330204,0.0,0.6223759,0.13890705,0.91325355,0.8664358,0.13659194,0.062083945
DiffusionEmotion_S_cropped/neutral/fdpqfzrl_0.png,0.0,-0.1,neutral,0.26902816,0.21762508,0.34408334,0.28964987,0.3905655,1.0,0.40707934,0.36538762,1.0,0.30927533,0.5645436,0.34269217,0.42763326,0.0,0.37076882,0.62127715,0.30439082,0.20162864,0.45500082,0.44093406
DiffusionEmotion_S_cropped/neutral/feaekqug_0.png,0.0,0.0,neutral,0.38051924,0.31207946,0.15461548,0.39163658,0.27214342,0.0,0.26693183,0.0011980343,0.0,0.053654127,0.2529456,0.106901646,0.51137275,0.0,0.42320445,0.2880856,0.2275627,0.07446179,0.13260637,0.48991987
DiffusionEmotion_S_cropped/neutral/fjepkjbd_0.png,-0.1,-0.2,neutral,0.48406398,0.33894435,0.24678004,0.34517708,0.20940666,1.0,0.30846205,0.008454025,0.0,0.12732585,0.29398194,0.13197857,0.41184294,0.0,0.5595033,0.2174466,0.65951806,0.11464416,0.30704007,0.40189683
DiffusionEmotion_S_cropped/neutral/fkslnbca_0.png,-0.1,-0.1,neutral,0.30943662,0.24493659,0.21497712,0.62548465,0.08954514,0.0,0.12607406,0.01672228,0.0,0.044994853,0.38248342,0.2817284,0.40257248,0.0,0.5827622,0.43366212,0.03984942,0.10081484,0.018928438,0.052626073
DiffusionEmotion_S_cropped/neutral/fmvuximb_0.png,-0.1,-0.1,neutral,0.35188603,0.25561422,0.49753374,0.36500946,0.16620383,0.0,0.22492681,0.00996755,0.0,0.11317748,0.6017701,0.58405983,0.51785153,0.0,0.345082,0.851492,0.020472929,0.086765446,0.042776104,0.058565516
DiffusionEmotion_S_cropped/neutral/fptmvwwa_0.png,0.0,0.0,neutral,0.26823163,0.18726484,0.18092236,0.34878254,0.234152,1.0,0.43311998,0.019425275,0.0,0.23962678,0.49444583,0.32508814,0.4971208,0.0,0.56707495,0.43747967,0.6593707,0.13362207,0.3528498,0.7742248
DiffusionEmotion_S_cropped/neutral/fpyfqxgu_0.png,-0.1,-0.1,neutral,0.3557663,0.23857744,0.49171725,0.35435602,0.4032683,1.0,0.30218893,0.008831405,1.0,0.23151743,0.47226068,0.6167596,0.5349564,0.0,0.28553867,0.6027881,0.099243484,0.16386203,0.29224247,0.33583853
DiffusionEmotion_S_cropped/neutral/fsvksity_0.png,-0.1,0.0,neutral,0.33324838,0.1702038,0.25520772,0.36638314,0.3873276,0.0,0.27638847,0.44642928,0.0,0.5218579,0.3286245,0.61352795,0.44048297,0.0,0.17942306,0.59819967,0.08599064,0.112600505,0.09157831,0.10247474
DiffusionEmotion_S_cropped/neutral/fulrkhnz_0.png,0.0,0.0,neutral,0.29197285,0.23358159,0.08802737,0.29317898,0.2375221,1.0,0.32806244,0.030278316,1.0,0.104965776,0.33558697,0.35106835,0.51298004,0.0,0.3888927,0.6118173,0.035711877,0.103064224,0.30272338,0.36657017
DiffusionEmotion_S_cropped/neutral/fuyzggmt_0.png,0.0,0.0,neutral,0.26495177,0.3147321,0.3382401,0.38366234,0.40990967,0.0,0.31215432,0.04146813,0.0,0.53783274,0.43611693,0.7007124,0.49831855,0.0,0.60765177,0.6966166,0.37470266,0.07897065,0.08698285,0.16443169
DiffusionEmotion_S_cropped/neutral/fvbjyjsx_0.png,0.0,-0.1,neutral,0.48754093,0.44905096,0.31497523,0.29316857,0.4719373,1.0,0.6210274,0.03761017,0.0,0.34576628,0.47095266,0.14313914,0.48066193,0.0,0.6646347,0.4367357,0.19479296,0.1883317,0.23945001,0.69511884
DiffusionEmotion_S_cropped/neutral/fvjbzbod_0.png,0.0,0.0,neutral,0.26777956,0.15738094,0.22553533,0.30391702,0.30463788,0.0,0.21037403,0.0437771,1.0,0.055267517,0.46483532,0.19640823,0.51351273,0.0,0.2783949,0.5340476,0.005004915,0.039034776,0.10419697,0.12837845
DiffusionEmotion_S_cropped/neutral/fvymrjpt_0.png,-0.1,0.1,neutral,0.23284714,0.09903749,0.4841976,0.43318972,0.14943124,0.0,0.2677593,0.07711028,1.0,0.08570405,0.50725585,0.72691536,0.5135795,0.0,0.37351045,0.6353574,0.024678625,0.16962463,0.03997935,0.10443439
DiffusionEmotion_S_cropped/neutral/gahdlbzb_0.png,0.0,0.0,neutral,0.51023084,0.28582835,0.70608145,0.25205842,0.18986353,1.0,0.41684976,0.15255088,1.0,0.21164893,0.20112175,0.39254704,0.35067877,0.0,0.379073,0.5187626,0.27104005,0.16803971,0.51536375,0.17159563
DiffusionEmotion_S_cropped/neutral/gbzzmjut_0.png,0.0,0.0,neutral,0.65139705,0.4209381,0.24729863,0.42219964,0.056133635,0.0,0.20129171,0.008549773,1.0,0.0211105,0.101861246,0.21994363,0.3825393,0.0,0.72814745,0.08292254,0.823738,0.09958816,0.29454353,0.09406535
DiffusionEmotion_S_cropped/neutral/gdilvpik_0.png,-0.1,-0.1,neutral,0.41565707,0.33668685,0.4786566,0.3578672,0.3258904,0.0,0.3011465,0.35906652,1.0,0.28320003,0.5116208,0.64077866,0.58388555,0.0,0.3410749,0.64454633,0.033191558,0.05961548,0.08772957,0.097956076
DiffusionEmotion_S_cropped/neutral/gehtzpkn_0.png,0.0,0.0,neutral,0.29414204,0.29943532,0.43614087,0.25837132,0.48648852,0.0,0.42590985,0.7517292,1.0,0.48505965,0.70483047,0.6099421,0.47941273,1.0,0.3977954,0.6443016,0.032983445,0.048923455,0.39201027,0.3993677
DiffusionEmotion_S_cropped/neutral/giprubya_0.png,0.0,0.0,neutral,0.53475535,0.2581746,0.31502905,0.37275878,0.11028318,0.0,0.13467968,0.00044662776,0.0,0.09715866,0.36347803,0.30039224,0.5532324,0.0,0.5167867,0.6599834,0.0028728365,0.039172415,0.27019936,0.06174605
DiffusionEmotion_S_cropped/neutral/glqfjain_0.png,0.0,0.0,neutral,0.39366317,0.38947943,0.37134686,0.30807763,0.14835112,0.0,0.26104462,0.0072366167,0.0,0.16100475,0.67181754,0.4241846,0.47025532,0.0,0.4191131,0.59075105,0.015753122,0.10351783,0.3981955,0.12662287
DiffusionEmotion_S_cropped/neutral/gosarzqq_0.png,0.0,0.0,neutral,0.3850887,0.20869651,0.4826849,0.31329575,0.1373944,0.0,0.35561287,0.710046,1.0,0.21489741,0.5861168,0.47466466,0.485495,0.0,0.40585738,0.6550447,0.6672639,0.14748815,0.19918089,0.10929703
DiffusionEmotion_S_cropped/neutral/gpywhyli_0.png,0.0,0.0,neutral,0.41903985,0.18980716,0.5665074,0.3805453,0.22508746,0.0,0.36634004,0.007083538,1.0,0.27546996,0.35141084,0.32109636,0.5645902,0.0,0.4488837,0.35894647,0.11481528,0.10818408,0.18952273,0.14682353
DiffusionEmotion_S_cropped/neutral/gsnegzga_0.png,0.0,0.0,neutral,0.3731777,0.1927776,0.06546464,0.3588459,0.1344914,0.0,0.17026305,0.34233397,1.0,0.07267751,0.26318416,0.47363275,0.39049822,0.0,0.17128865,0.422406,0.015221422,0.19998227,0.42982045,0.046976414
DiffusionEmotion_S_cropped/neutral/gsruqgmg_0.png,0.0,0.0,neutral,0.24823529,0.28899267,0.29995307,0.45947543,0.15951285,1.0,0.5111213,0.19989459,0.0,0.14002593,0.39457503,0.10095842,0.5262675,0.0,0.31071463,0.28948984,0.31973717,0.025987612,0.2579181,0.10982436
DiffusionEmotion_S_cropped/neutral/gtgorehv_0.png,-0.1,0.0,neutral,0.370737,0.30035442,0.6637445,0.27875426,0.74743915,0.0,0.5797255,0.74077743,0.0,0.7184469,0.607115,0.4216325,0.5956043,0.0,0.24001724,0.5920439,0.03004052,0.04692653,0.1554065,0.41939306
DiffusionEmotion_S_cropped/neutral/gvhueinj_0.png,0.0,0.0,neutral,0.3206927,0.38870016,0.32213137,0.33375275,0.24976625,0.0,0.36049926,0.017265879,1.0,0.30070987,0.23597209,0.48958853,0.48762336,0.0,0.42664057,0.41631585,0.11629307,0.30151942,0.034868095,0.5238399
DiffusionEmotion_S_cropped/neutral/hbujmzzg_0.png,0.0,0.0,neutral,0.29865238,0.16991141,0.092054695,0.3120572,0.22902703,0.0,0.35091937,0.02072647,0.0,0.084539704,0.22851624,0.3919268,0.5037421,0.0,0.38117334,0.20424342,0.2010215,0.07805625,0.27978805,0.21643548
DiffusionEmotion_S_cropped/neutral/hggpexdo_0.png,0.0,0.0,neutral,0.30112028,0.14705583,0.41809967,0.28107563,0.22389281,1.0,0.25559264,0.033967335,0.0,0.17186677,0.63315195,0.2538524,0.45763704,0.0,0.5055169,0.48865765,0.06674279,0.07874026,0.34740427,0.23828073
